	Total	separated						mainNot						exportNot						
		Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.apsemaappforandroid	10	3	10	8	8	6	4	9	9	8	8	7	4	9	9	8	8	7	4	
com.intelen.dig.volterra	11	8	11	11	7	7	6	10	10	10	7	7	7	4	6	6	4	4	4	
com.calm.relaxing.rainsounds	37	17	37	37	17	23	2	34	36	36	33	32	30	29	31	31	28	27	21	
com.gametamin.trafficpuzzlegamepremium	17	15	17	17	15	17	6	17	17	17	17	17	17	10	11	11	10	11	10	
com.hanaGames.WildAnimalsOnline	10	10	7	7	10	10	8	9	9	9	9	9	9	8	8	8	8	8	8	
com.sm.banglaalphabet	13	4	0	0	4	0	0	12	0	0	12	0	0	12	0	0	12	0	0	
com.phonscre.ios.appleiphon	30	23	30	30	26	23	6	24	29	29	29	22	19	17	22	22	22	15	11	
com.awstreams.etjar	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
translateapps.english.persian.translator	6	1	6	6	6	0	0	5	5	5	5	0	4	5	5	5	5	0	4	
com.eskhayat.newsapp	15	8	9	9	5	7	7	14	14	14	5	13	13	14	14	14	5	13	13	
com.kiwigo.maddentist2.free	43	30	43	43	43	43	33	41	42	42	42	42	37	34	35	35	35	35	30	
com.omnipress.confr90zxq	17	6	17	17	12	13	4	16	16	16	16	14	10	7	15	15	15	13	9	
com.necessary.pillorganizer	11	9	5	2	3	6	1	9	9	9	9	8	6	6	5	5	4	5	1	
gudev.dbms.databasemanagementsystem	53	13	53	53	53	45	8	41	52	52	52	48	38	28	46	46	46	42	30	
com.gamesm5.rattle	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.Photo.Compress.Resizer.Crop.Pictures	14	6	2	14	8	2	2	13	5	13	13	4	2	10	4	11	9	2	2	
com.voyagerinnovation.talk2	42	32	2	42	23	28	2	35	17	41	37	32	11	28	15	34	29	25	5	
com.radioopt.widget	21	19	8	21	8	19	3	19	12	20	17	19	17	15	7	15	9	15	4	
air.com.mentalblox.application	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.chi.Bus	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.upx.abhinandan.upx	10	0	10	10	5	0	2	0	9	9	9	0	4	0	9	9	9	0	4	
com.ludovg.remoteyun.r	2	2	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	1	0	
co.nedstark.abi	186	186	186	186	170	186	30	185	185	185	185	185	181	164	164	164	164	164	151	
com.andromo.dev597108.app672406	3	0	3	3	3	3	0	1	2	2	2	2	1	1	2	2	2	2	1	
com.appcapsule.ac8600226001	13	13	13	13	13	13	9	12	12	12	12	12	12	10	10	10	10	10	10	
ru.arealidea.android.alterplast	13	13	13	13	13	13	13	12	12	12	12	12	12	12	12	12	12	12	12	
com.mkopoupesi.loanske	10	3	8	8	8	1	1	6	9	9	9	2	2	6	9	9	9	2	2	
com.zilok.ouicar	16	7	5	16	11	7	5	11	10	15	15	11	6	9	8	13	13	9	4	
com.dispensarymobile.four040collective	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.trulia.android.agent	84	30	84	84	84	84	58	49	83	83	83	83	75	43	76	76	76	76	67	
com.mc2techservices.pccb	15	2	15	15	15	15	1	13	14	14	14	14	1	13	14	14	14	14	1	
jp.parakuten.mmt000007	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.lambtongames.spidersolitairefree	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.massmutual.massmutualapp.android	37	7	37	37	34	37	11	30	36	36	36	36	29	23	29	29	27	29	22	
com.conduit.app_0788de36bd2742caa6fdadd0cbcd6d8b.app	16	16	10	16	12	14	10	15	14	15	14	14	13	12	11	12	11	11	10	
fr.codevallee.whereisalice	7	2	7	7	2	4	2	4	6	6	4	4	4	2	5	5	2	3	2	
com.solutions.newzealanddating	42	15	42	42	40	42	5	35	41	41	41	41	33	33	40	40	39	40	31	
com.baby.admin.babyfood	3	1	3	0	0	0	0	2	2	1	1	1	1	2	2	1	1	1	1	
com.fisabilillah.femeacantodeuirapuru.app11111	51	26	51	51	51	51	0	49	50	50	50	50	49	48	49	49	49	49	23	
com.socialdeveloper.popmusic	4	4	2	2	4	4	0	3	3	3	3	3	0	2	1	1	2	2	0	
com.jackbook.anessayonmanmoralsatires	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
in.roonus.www.roonus	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.covworks.uface	5	5	1	1	5	5	0	4	4	4	4	4	0	4	4	4	4	4	0	
com.gamesarcade.cubesmashbandits	18	18	16	16	18	18	13	17	16	16	17	17	16	16	15	15	16	16	15	
com.tiemz.user	31	15	31	31	15	20	2	22	30	30	22	22	12	22	30	30	22	22	12	
com.paklena.batterydiviner.free	10	10	1	1	1	5	0	9	4	4	4	5	4	5	0	0	0	1	0	
com.confirmtkt.lite	54	23	54	54	54	25	8	38	53	53	53	25	14	29	45	45	45	22	11	
com.ii.otsabh.congress	72	58	72	72	49	56	29	67	71	71	63	62	52	56	60	60	49	51	38	
com.mobincube.android.sc_THJB5	17	17	17	14	15	12	9	16	16	14	15	13	10	15	15	13	14	12	9	
com.deperu.sitiosarequipa	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.rsmdp0715.Spin_Karo_Win_Karo	4	4	4	4	4	4	4	3	3	3	3	3	3	0	0	0	0	0	0	
com.bitmango.go.wordcookiescross	23	18	22	23	22	23	17	22	22	22	22	22	22	19	19	19	19	19	19	
hr.apps.n95155	28	26	28	28	22	28	9	27	27	27	27	27	27	11	12	12	11	12	8	
com.FunTimeGames.MonsterTruck	14	14	10	10	12	14	7	13	13	13	13	13	13	10	9	9	10	10	8	
com.scoreggiashake	6	6	3	3	2	6	2	5	4	4	4	5	3	4	3	3	3	4	2	
com.technoplayers.pradeshhalchal	11	9	11	11	11	11	0	10	10	10	10	10	2	9	9	9	9	9	1	
com.bestwaretools.gamespeedbooster.free.best.gamebooster	19	9	19	19	6	4	3	12	18	18	13	12	12	10	16	16	11	10	10	
com.andromo.dev866260.app995257	14	6	14	14	14	12	3	12	13	13	13	13	12	11	12	12	12	12	11	
com.alibaba.asmaul_husna_lengkap	5	1	5	0	5	0	0	4	4	0	4	0	0	4	4	0	4	0	0	
com.dhcomms_mansecalendar	29	13	29	29	6	12	4	28	28	28	10	13	10	25	25	25	7	10	7	
com.AchmadDroid.kitabthaharahlengkap	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.zoonitechnoapps.naturephotoapps	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
com.vjgroupindia	26	11	12	12	6	6	3	25	22	22	22	22	19	25	22	22	22	22	19	
com.khobta.paperformats	4	0	4	4	4	4	0	0	3	3	3	3	0	0	3	3	3	3	0	
diy.slime.simulator.asmr	30	22	30	30	30	30	18	29	29	29	29	29	29	25	25	25	25	25	21	
com.bachadream.PrinceFog	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
comm.cchong.Oxygen	149	149	149	149	142	145	4	148	148	148	148	146	145	135	135	135	135	133	101	
fr.okyear.horoscope	39	29	39	35	37	39	19	37	38	38	38	38	29	30	31	31	31	31	23	
org.skyteam	38	23	38	38	38	38	3	37	37	37	37	37	32	29	32	32	32	32	19	
ch.milkbook	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
co.shield.kyhpy	186	186	186	186	160	186	30	185	185	185	185	185	181	164	164	164	164	164	151	
com.toolani.de	66	22	66	66	64	66	8	49	65	65	65	65	49	31	46	46	45	46	31	
com.andyapps.ytmovies	11	5	3	11	5	3	3	10	6	10	10	7	7	10	6	10	10	7	7	
com.ezlogz.ezlogz	33	28	33	33	24	28	17	32	32	32	31	32	21	25	25	25	23	25	16	
net.zincat.mobile.wedding	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.astrobix.gemstoneexplorer	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.robtheis.android.phrasebook.ux.bc	5	3	5	5	5	2	2	3	4	4	4	2	2	3	4	4	4	2	2	
com.appstvone.slidingmenu	24	22	22	22	22	22	0	22	22	22	22	22	0	22	22	22	22	22	0	
pro.brteam.vozmitaxi	15	15	15	15	15	15	4	14	14	14	14	14	14	10	10	10	10	10	8	
com.lovemyvideo.vdowner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.app_djjumoflow.layout	35	35	35	35	19	35	7	34	34	34	34	34	31	31	31	31	31	31	28	
io.kodular.drpeterramsis2007.Arshy_Angelos	16	16	16	16	16	16	4	15	15	15	15	15	15	9	9	9	9	9	6	
com.ravirathee.tipsytap	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.internetspeedtest.broadband.speedtest.broadbandspeedtestchecker	18	18	14	14	15	14	3	17	15	15	17	14	14	12	11	11	12	10	8	
com.streamingmusic.jamesblunt	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.app.smtech.yogainhindi	8	1	8	8	1	1	1	1	7	7	1	1	1	1	7	7	1	1	1	
events.socio.app1471	69	69	69	69	69	69	28	68	68	68	68	68	53	63	63	63	63	63	48	
com.porkchopsandbox.igkinterval	4	0	4	4	4	4	0	0	3	3	3	3	0	0	3	3	3	3	0	
com.kitegames.airportsecurity	5	5	3	3	3	3	2	4	3	3	3	3	3	4	3	3	3	3	3	
com.cmc.kg	46	6	46	46	42	12	4	37	45	45	45	45	39	35	44	44	43	44	37	
myschoolhub.ngschools	101	40	101	101	98	77	44	79	100	100	100	100	98	73	94	94	94	94	66	
io.ionic.prog5cf3b7acb488372dde6247a9	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
smpxg.jewellust_adv	84	49	84	84	84	82	48	83	83	83	83	82	81	62	70	70	70	69	67	
com.pd.psitsolution.expandablenavigationdrawer	6	2	1	6	1	1	1	5	1	5	1	1	1	1	1	4	1	1	1	
com.deluxeware.rainradar	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.padmavati.mywhatsappdp	12	10	12	12	9	9	9	10	11	11	10	10	10	8	9	9	8	8	8	
durango.hungry.pedia	3	3	2	2	1	1	0	2	2	2	1	1	1	2	2	2	1	1	1	
com.edgeparkcs.ColorMadness	4	1	2	0	2	0	0	1	3	0	3	0	0	1	3	0	3	0	0	
com.bbgames.skbarcade	13	13	10	10	13	13	7	12	12	12	12	12	12	9	9	9	9	9	9	
in.codehound.wordmaster	14	14	14	14	13	14	10	13	13	13	13	13	13	10	10	10	10	10	10	
crc.carsapp.id	27	19	27	27	21	21	8	19	26	26	26	21	8	19	26	26	26	21	8	
com.kablamgames.shark.dodge.hungry.hunting.attack.games	23	15	19	23	21	23	17	22	22	22	22	22	22	20	20	20	20	20	20	
com.wongeladvocate.TigrinyaBible	3	3	3	0	3	0	0	2	2	0	2	1	0	1	1	0	1	1	0	
com.greenleaf.android.translator.enru.c	67	26	67	67	31	67	21	48	66	66	66	66	61	38	56	56	56	56	48	
mughal.king.qrscanner	3	1	3	1	3	0	0	2	2	1	2	0	0	2	2	1	2	0	0	
com.papa.bunda.mama	4	1	4	4	4	4	1	2	3	3	3	3	2	2	3	3	3	3	2	
com.carrefourmq	21	17	21	21	17	19	3	19	20	20	19	19	19	14	14	14	14	14	10	
com.blockot.spider.air.fighter	19	19	16	19	19	19	13	18	18	18	18	18	18	15	15	15	15	15	15	
ar.com.moula.currencyprices	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ipart.android	95	19	95	95	19	46	12	56	94	94	54	58	27	50	90	90	51	55	25	
br.com.masterapps.hinarioadventista	14	14	9	9	14	14	4	13	13	13	13	13	13	9	8	8	9	9	7	
org.upx.upx2	2	2	2	2	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	
com.harlandfs.ofx.mobile.fiid101201164	11	6	2	2	4	8	2	10	9	8	6	9	2	2	2	2	2	2	1	
com.NorgrenvinresA.SmartNiceHuskyPuppyPINaper	30	26	30	30	16	25	4	29	29	29	29	29	26	26	26	26	23	26	20	
com.bong.bbdiary	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.ys.mountracker	3	1	0	0	3	0	0	1	0	0	2	0	0	1	0	0	2	0	0	
com.savidsalazar.leaguers	24	7	9	9	7	6	4	14	15	15	9	13	4	14	15	15	9	13	4	
com.app.umt	100	48	100	100	92	51	48	99	99	99	99	85	85	88	97	97	96	84	84	
com.security.xvpn.z35kb	85	85	85	85	83	81	16	84	84	84	84	84	63	75	75	75	74	75	49	
com.kr.ktms114_annae	5	3	3	3	2	2	0	4	4	4	4	4	3	4	4	4	4	4	3	
com.hu1.daegutour_CH	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.netcraft.session420	37	37	20	37	5	21	19	36	27	36	26	27	26	35	27	35	26	27	26	
com.ignilife.app	16	16	16	16	12	16	8	15	15	15	15	15	15	14	14	14	14	14	14	
com.gossip.obama.democracy	24	24	7	24	18	24	7	23	23	23	23	23	23	15	13	15	15	15	14	
com.alvagamer.waxingmodelsgames	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.naqaa	16	1	0	0	1	0	0	15	0	0	15	0	0	15	0	0	15	0	0	
com.mobile.mobilepoint	27	1	0	27	0	0	0	1	0	26	0	0	0	1	0	26	0	0	0	
com.wrhmedia.superflappypoofree	8	8	8	8	8	8	4	7	7	7	7	7	6	5	5	5	5	5	4	
com.trainerize.panaceafit	15	13	15	15	13	15	7	14	14	14	14	14	14	11	11	11	11	11	10	
classic.soccer.league.svk	25	19	13	25	19	19	6	19	19	24	19	17	17	16	15	21	16	14	11	
com.sigmaappsolution.mynameonbirthdaycake	14	4	1	14	3	1	1	7	4	13	4	3	2	7	4	13	4	3	2	
com.parsys.ortif	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.javirurro.games.spaceshipzigzag	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.samwp.winter_olympics	5	3	3	3	2	2	1	4	4	4	2	2	1	2	2	2	2	2	1	
com.reconquista.app	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.mgs.counterterrorist.combat	8	8	8	8	8	8	8	7	7	7	7	7	7	6	6	6	6	6	6	
com.ic.myMoneyTracker	53	18	53	53	10	17	3	29	52	52	45	29	20	22	44	44	28	22	15	
com.dplab.android.LostPassword	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
org.boggi.riczoneverde	9	0	9	5	5	1	0	2	8	7	7	3	2	2	8	7	7	3	2	
sk.tiks.games.pushboxmagic	7	7	7	7	7	7	7	6	6	6	6	6	6	5	5	5	5	5	5	
com.root.flab	45	18	45	45	14	18	5	39	44	44	39	35	15	30	40	40	28	26	13	
sk.jfox.weather.panama_sona	8	6	4	4	4	3	0	6	5	5	6	3	3	4	3	3	4	1	1	
com.weappsit.idrees.shopregister	14	9	14	9	9	6	6	11	13	11	11	7	7	11	13	11	11	7	7	
com.nidhalgame.helixball2015	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.timore.financial_accountant	19	5	1	19	1	1	1	18	18	18	18	18	18	18	18	18	18	18	18	
jp.co.tokyomanki.shougakunikanji	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.conduit.app_191e8d0c1942455b9c8cadaaeadfded1.app	11	11	6	6	8	11	4	10	10	10	10	10	10	9	9	9	9	9	9	
ea.ezikfenerliler	4	4	2	2	2	4	1	3	2	2	2	3	2	3	2	2	2	3	2	
com.skin.banglacre	2	2	2	0	2	0	0	1	1	0	1	0	0	1	1	0	1	0	0	
com.stickscaler.treescalecruise	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.zabaron.waterdraw	36	30	36	36	34	36	12	36	36	36	36	36	36	25	25	25	25	25	21	
com.techzit.naturephotoframes	8	8	8	8	8	8	4	7	7	7	7	7	6	6	6	6	6	6	5	
com.appz.rootfsinfo	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
com.techtool.wifiqrcodepasswordscanner	4	0	0	0	0	2	0	1	0	0	1	2	1	1	0	0	1	2	1	
com.genpact.iperform	37	33	37	37	1	3	0	36	36	36	13	10	11	36	36	36	13	10	11	
com.ayurveda.app	7	4	4	4	7	2	1	6	6	6	6	2	2	3	3	3	3	0	0	
asianetmobiletvplus.asianetmobiletv.com	14	6	14	14	3	5	2	13	13	13	7	8	4	10	11	11	4	6	2	
com.freerollgames.soccer_kicking_football_penalty	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ultralabapps.instagrids	5	3	1	1	1	3	1	4	3	3	3	3	3	2	1	1	1	2	1	
m.m.m2	4	2	4	2	4	2	0	2	3	2	3	2	2	1	2	1	2	1	0	
kulana.tools.weihnachten2013	20	1	20	20	20	20	0	2	19	19	19	19	0	2	19	19	19	19	0	
com.QuantumVacuum.JellyRide	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.ADAK.carrom_master3d	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.ismartcreations.android.phone.assistant	17	14	10	10	17	10	5	14	10	10	16	10	8	14	10	10	16	10	8	
me.doubledutch.cjmtx.ashfordfall2016commencement	119	30	114	114	117	119	7	118	118	118	118	118	54	79	105	105	106	106	48	
com.dragoma.eoen	19	14	19	19	16	7	1	16	18	18	18	8	6	15	17	17	16	7	5	
com.ittradelink.ballbreak100	22	16	22	22	20	22	13	21	21	21	21	21	21	18	18	18	18	18	18	
com.ganja.ganjafarm	69	44	69	69	69	69	58	69	69	69	69	69	69	56	57	57	57	57	55	
com.olduck.hhwq	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
com.game.BubbleShoot	3	0	3	3	3	3	3	0	2	2	2	2	2	0	2	2	2	2	2	
com.animal.robot.gun.shooting.game	14	6	14	14	14	14	12	14	14	14	14	14	14	13	13	13	13	13	13	
com.lost	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	
com.desirepk.skills.extreme.challenge.apps	15	15	13	15	15	15	12	14	13	14	14	14	13	13	12	13	13	13	12	
com.imis.idms	9	2	3	3	3	3	0	6	5	5	5	6	1	5	4	4	4	5	-1	
com.vietsoft.screenrecord.videoeditor	21	19	10	21	11	1	4	20	14	20	20	18	20	19	14	19	19	18	19	
com.doaorangteraniaya.ipchadits.lifeinsurancetrandingforexonline	53	13	53	53	53	45	8	41	52	52	52	48	38	28	46	46	46	42	28	
com.jiubang.goscreenlock.theme.SquereCyanTheme	6	4	3	3	3	4	2	4	3	3	3	4	3	1	0	0	0	1	0	
bestfreelivewallpapers.my_photo_aquarium_wallpaper	10	7	1	1	4	5	2	7	1	1	7	7	5	4	0	0	4	4	2	
com.techeads.pipscalculator	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.lotoquin1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.airkast.tunekast1558_1	33	33	14	33	17	27	5	32	32	32	32	29	21	29	20	29	29	26	18	
classify.strikerapps.com.adage	13	4	13	13	11	4	0	12	12	12	12	6	7	12	12	12	12	6	7	
com.allsuit.man.suit.photos	17	9	2	17	4	5	2	10	7	16	7	7	4	9	4	15	4	6	3	
es.hskfree.ap	47	13	47	47	47	45	1	29	46	46	46	45	25	26	43	43	43	42	17	
com.staatsoperlive.androidtv	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	
aize.corp.actionouverite	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.junismile.superfood.de	17	17	17	17	17	17	5	16	16	16	16	16	11	10	10	10	10	10	4	
com.doapps.android.mln.MLN_56f3c049ba89c57640372f6b0c8fcdb4	24	6	24	24	19	24	2	23	23	23	23	23	23	23	23	23	23	23	23	
com.devsby.jeson	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.naoorg.futhark	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
tv.wuaki	35	26	35	35	33	33	9	34	34	34	34	33	15	25	26	26	26	25	8	
com.comunicarusapp	7	7	5	5	7	7	3	6	6	6	6	6	6	4	4	4	4	4	2	
com.courses.virajetech	53	30	53	53	21	21	12	52	52	52	37	33	35	47	47	47	32	28	30	
ne.customer_app	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
ca.mybenefits.mobile	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.play.piano.delight	11	7	7	7	5	6	5	7	7	7	6	6	6	5	5	5	4	4	4	
mtda.rpaynativeandroid	105	9	105	105	105	105	5	27	104	104	104	104	52	25	102	102	102	102	50	
com.minhaficha.crossfittorden	8	6	8	8	6	8	1	7	7	7	7	7	7	4	5	5	4	5	4	
fr.karos.karos.app	108	18	108	108	101	100	10	102	107	107	103	102	98	97	103	103	98	98	93	
com.freeapps2019.baekhyun_exo_wallpapers	46	46	46	46	46	46	27	45	45	45	45	45	45	19	19	19	19	19	16	
com.e_entertainment_unik_996	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.edocu.pris	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.yoyomealrestaurantpartner	19	14	19	19	17	16	4	18	18	18	18	16	15	16	16	16	16	15	14	
com.cleanmaster.mguard	283	283	283	283	178	279	120	282	282	282	279	279	278	224	224	224	214	222	190	
com.somaguide.tips.pref	4	0	4	0	2	0	0	2	3	2	3	0	0	2	3	2	3	0	0	
com.picmonic.androidapp	24	14	24	24	22	24	11	21	23	23	23	23	23	15	18	18	17	18	11	
com.whiture.apps.hindi.modi	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.visualiciouspublisher.affirmationsselfhypnosisandmeditationvideos	22	4	22	22	22	22	4	20	21	21	21	21	20	20	21	21	21	21	20	
com.halaltrip.app	117	55	117	117	117	117	20	116	116	116	116	116	115	105	105	105	105	105	89	
learnelectricity.aprenderelectricidad.aprendaelectricidade	18	18	18	18	18	18	7	17	17	17	17	17	17	12	12	12	12	12	10	
com.real.RealPlayerCloud	51	40	51	51	24	48	14	49	50	50	49	49	44	42	43	43	40	42	34	
ltd.pte.wavea.strangehouse	3	3	2	2	3	3	3	2	2	2	2	2	2	1	1	1	1	1	1	
com.Bonbonche.Emoji.Background.Rose	10	6	10	1	7	4	4	9	9	9	7	4	4	9	9	9	7	4	4	
com.rxwikiplus.a3042676655	14	14	14	14	14	14	6	13	13	13	13	13	13	12	12	12	12	12	12	
com.dzakialabror.mp3item2	34	23	34	34	29	26	12	32	33	33	33	31	27	31	32	32	32	30	26	
hr.apps.n1021909	21	20	9	21	13	19	5	20	18	20	20	20	14	17	14	17	16	17	10	
com.cm_prod.epasal	19	0	1	19	17	19	17	18	18	18	17	18	17	18	18	18	17	18	17	
brunnlechner.gps.zeiterfassung	19	19	11	11	11	19	11	18	18	18	18	18	18	15	9	9	15	15	15	
com.xzybit.iPLAR	4	4	1	1	4	4	2	3	1	1	3	3	2	3	1	1	3	3	2	
cityguide.probki.net	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.Ciga4u.RunRunRabbit01	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.nining.lagujudikalengkapmp3	11	6	11	11	11	7	0	9	10	10	10	10	9	8	9	9	9	9	7	
com.webnetmobile.android.motiontrackingmarkers	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
raven.scanner3	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.dianxinos.optimizer.duplay	155	155	155	155	87	105	12	154	154	154	137	152	84	108	108	108	92	105	46	
com.icequeenmedia.android_workwithme	5	3	1	1	3	2	1	4	3	3	3	2	1	3	3	3	3	1	1	
com.retro.classicmania5	2	2	2	0	2	0	0	1	1	0	1	0	0	1	1	0	1	0	0	
com.LuxuryPhotoFramesnn	20	10	20	20	20	17	17	16	19	19	19	18	18	16	19	19	19	18	18	
co.remotephilips.remote.philips.apps6	13	6	13	13	11	5	5	12	12	12	12	5	5	11	11	11	11	4	4	
net.nextsunday.livingagoodlife	31	21	31	31	29	29	12	30	30	30	30	29	28	19	22	22	22	21	19	
ru.auto.ara	129	129	125	125	127	129	129	128	128	128	128	128	128	92	91	91	91	92	92	
com.appaty.ryl294	15	0	15	15	15	15	0	13	14	14	14	14	13	13	14	14	14	14	13	
ieltsvocab.academic	9	2	9	0	5	1	2	2	8	0	8	8	2	2	8	0	8	8	2	
br.com.comunidadesmobile_bessa	201	152	201	201	201	83	79	200	200	200	200	200	200	188	191	191	191	189	189	
com.wMahiMahiRecipes	4	4	3	3	3	4	0	3	3	3	3	3	1	2	2	2	2	2	1	
com.Meditation11.Leith	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
com.andromo.dev529694.app584097	17	15	2	17	17	17	0	15	16	16	16	16	15	14	14	15	15	15	6	
eu.kudan.kudansamples	2	0	2	0	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	
admobileapps.kpopmp3	107	29	107	107	88	99	13	38	106	106	102	103	45	32	100	100	96	97	39	
fr.acetelecom.monavenir	4	4	2	2	4	4	2	3	3	3	3	3	3	1	0	0	1	1	1	
com.proapps.Booing.Sounds	7	4	7	7	7	7	0	5	6	6	6	6	5	4	5	5	5	5	1	
com.Amethyst.TapTapArcher	13	13	11	10	13	13	11	12	12	12	12	12	12	11	11	11	11	11	11	
com.engytec	25	25	25	25	25	25	25	24	24	24	24	24	24	24	24	24	24	24	24	
com.conduit.app_62e5eaa3bfeb4a0c89cf6042edc78bd1.app	21	21	15	21	17	19	13	20	19	20	19	19	17	17	16	17	16	16	14	
com.LazyTech.RollerBall	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.careersouth.jobssa	56	42	56	56	54	39	23	47	55	55	55	45	43	41	50	50	50	40	34	
net.rention.mind.skillz	26	24	26	24	26	24	24	24	25	24	25	24	24	24	25	24	25	24	24	
com.ExperienceInfinity.SkyRage	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.sixtemia.waterpolobanyoles	14	11	5	14	6	11	5	13	13	13	13	13	13	11	10	11	11	11	8	
com.android.stock	83	83	83	83	21	22	12	82	82	82	43	38	37	75	75	75	35	31	30	
com.photoedit.photocollage	7	4	7	7	6	5	2	5	6	6	6	5	3	4	5	5	5	4	2	
com.conduit.app_0731d0d00abf4ba097b40cf6706d2e1c.app	15	15	11	15	11	13	9	14	13	14	13	13	12	12	11	12	11	11	10	
mi.mundo22	84	84	84	84	50	52	42	83	83	83	75	75	82	75	75	75	66	67	46	
twinklestudio.megadropper4map	45	25	45	45	42	43	31	33	44	44	44	43	42	30	41	41	41	40	39	
auto.app.cut	9	2	9	0	1	1	0	8	8	1	1	1	1	8	8	1	1	1	1	
smartgr.wrist.tattoos	20	5	20	20	20	20	5	17	19	19	19	19	17	17	19	19	19	19	17	
com.appsdv.smsmefitr	15	11	15	15	15	8	2	13	14	14	14	12	9	10	11	11	11	9	6	
