		C2C						A2A						CF2CF						
	Component	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.hanaGames.WildAnimalsOnline	10	0	2	2	0	0	1	0	0	0	0	0	0	0	2	2	0	0	1	
com.sm.banglaalphabet	13	8	12	12	8	12	12	8	12	12	8	12	12	8	12	12	8	12	12	
com.phonscre.ios.appleiphon	30	19	0	0	3	9	36	19	0	0	2	9	21	19	0	0	3	12	36	
com.awstreams.etjar	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
translateapps.english.persian.translator	6	3	0	0	0	7	4	3	0	0	0	7	4	3	0	0	0	7	5	
com.eskhayat.newsapp	15	8	5	5	11	6	7	8	5	5	11	6	7	8	5	5	11	6	7	
com.kiwigo.maddentist2.free	43	12	0	0	0	0	15	12	0	0	0	0	10	12	0	0	0	0	16	
com.omnipress.confr90zxq	17	36	0	0	4	3	40	36	0	0	4	3	39	36	0	0	4	5	135	
com.necessary.pillorganizer	11	2	4	8	7	4	10	2	2	6	2	3	3	2	4	8	7	7	14	
gudev.dbms.databasemanagementsystem	53	239	0	0	0	10	198	239	0	0	0	10	193	239	0	0	0	37	245	
com.gamesm5.rattle	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.Photo.Compress.Resizer.Crop.Pictures	14	10	80	0	6	18	19	10	80	0	6	18	19	10	80	0	6	18	21	
com.voyagerinnovation.talk2	42	17	133	0	18	17	165	17	18	0	7	17	63	17	133	0	18	42	174	
com.radioopt.widget	21	1	29	0	16	1	28	1	22	0	12	1	17	1	29	0	16	1	28	
air.com.mentalblox.application	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.chi.Bus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.upx.abhinandan.upx	10	13	0	0	4	11	7	13	0	0	4	11	7	13	0	0	4	11	7	
com.ludovg.remoteyun.r	2	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	8	9	
co.nedstark.abi	186	0	0	0	11	0	439	0	0	0	9	0	413	0	0	0	11	0	667	
com.andromo.dev597108.app672406	3	4	0	0	0	0	2	4	0	0	0	0	2	4	0	0	0	1	2	
com.appcapsule.ac8600226001	13	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	2262	
ru.arealidea.android.alterplast	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mkopoupesi.loanske	10	6	1	1	1	14	14	6	1	1	1	14	14	6	1	1	1	15	14	
com.zilok.ouicar	16	45	47	0	3	46	14	45	47	0	2	46	13	45	47	0	3	64	60	
com.dispensarymobile.four040collective	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.trulia.android.agent	84	741	0	0	0	0	22	741	0	0	0	0	17	741	0	0	0	0	102	
com.mc2techservices.pccb	15	20	0	0	0	0	20	20	0	0	0	0	20	20	0	0	0	0	20	
jp.parakuten.mmt000007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.lambtongames.spidersolitairefree	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.massmutual.massmutualapp.android	37	135	0	0	2	0	78	135	0	0	2	0	78	135	0	0	2	0	81	
com.conduit.app_0788de36bd2742caa6fdadd0cbcd6d8b.app	16	0	4	0	2	1	6	0	1	0	1	1	1	0	4	0	2	13	36	
fr.codevallee.whereisalice	7	3	0	0	4	3	4	3	0	0	4	3	4	3	0	0	4	3	7	
com.solutions.newzealanddating	42	23	0	0	2	0	45	23	0	0	2	0	44	23	0	0	2	0	69	
com.baby.admin.babyfood	3	1	0	2	2	2	2	1	0	2	2	2	2	1	0	2	2	2	2	
com.fisabilillah.femeacantodeuirapuru.app11111	51	24	0	0	0	0	716	24	0	0	0	0	553	24	0	0	0	25	716	
com.socialdeveloper.popmusic	4	0	1	1	0	0	5	0	0	0	0	0	2	0	1	1	0	0	5	
com.jackbook.anessayonmanmoralsatires	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
in.roonus.www.roonus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.covworks.uface	5	0	6	6	0	0	7	0	6	6	0	0	7	0	6	6	0	0	7	
com.gamesarcade.cubesmashbandits	18	0	1	1	0	0	3	0	1	1	0	0	2	0	1	1	0	0	3	
com.tiemz.user	31	23	0	0	17	13	60	23	0	0	16	13	55	23	0	0	17	30	102	
com.paklena.batterydiviner.free	10	0	19	19	10	4	17	0	12	12	4	4	7	0	19	19	10	4	17	
com.confirmtkt.lite	54	43	0	0	0	55	143	43	0	0	0	55	61	43	0	0	0	64	153	
com.ii.otsabh.congress	72	12	0	0	25	18	80	12	0	0	20	18	59	12	0	0	25	20	157	
com.mobincube.android.sc_THJB5	17	0	0	2	1	4	10	0	0	2	1	4	10	0	0	2	1	4	10	
com.deperu.sitiosarequipa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.rsmdp0715.Spin_Karo_Win_Karo	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.bitmango.go.wordcookiescross	23	8	1	0	1	0	5	8	1	0	1	0	3	8	1	0	1	1	8	
hr.apps.n95155	28	1	0	0	6	0	18	1	0	0	2	0	2	1	0	0	6	0	24	
com.FunTimeGames.MonsterTruck	14	0	3	3	1	0	9	0	0	0	0	0	5	0	3	3	1	0	9	
com.scoreggiashake	6	0	3	3	4	0	5	0	1	1	2	0	3	0	3	3	4	0	5	
com.technoplayers.pradeshhalchal	11	1	0	0	0	0	13	1	0	0	0	0	11	1	0	0	0	0	16	
com.bestwaretools.gamespeedbooster.free.best.gamebooster	19	11	0	0	17	18	21	11	0	0	11	13	16	11	0	0	17	22	21	
com.andromo.dev866260.app995257	14	14	0	0	0	1	11	14	0	0	0	0	7	14	0	0	0	5	11	
com.alibaba.asmaul_husna_lengkap	5	3	0	4	0	4	4	3	0	4	0	4	4	3	0	4	0	4	4	
com.dhcomms_mansecalendar	29	18	0	0	25	18	29	18	0	0	19	18	20	18	0	0	25	23	29	
com.AchmadDroid.kitabthaharahlengkap	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.zoonitechnoapps.naturephotoapps	2	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	
com.vjgroupindia	26	14	14	14	20	22	24	14	14	14	20	22	24	14	14	14	20	28	37	
com.khobta.paperformats	4	3	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	3	
diy.slime.simulator.asmr	30	13	0	0	0	0	19	13	0	0	0	0	1	13	0	0	0	0	19	
com.bachadream.PrinceFog	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
comm.cchong.Oxygen	149	0	0	0	5	3	647	0	0	0	1	2	632	0	0	0	5	4	778	
fr.okyear.horoscope	39	8	0	3	2	0	41	8	0	3	2	0	30	8	0	3	2	0	41	
org.skyteam	38	9	0	0	0	0	69	9	0	0	0	0	44	9	0	0	0	0	102	
ch.milkbook	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
co.shield.kyhpy	186	0	0	0	16	0	442	0	0	0	14	0	415	0	0	0	16	0	627	
com.toolani.de	66	405	0	0	2	0	143	405	0	0	2	0	51	405	0	0	2	0	163	
com.andyapps.ytmovies	11	10	28	0	4	7	8	10	28	0	4	7	8	10	28	0	4	13	22	
com.ezlogz.ezlogz	33	5	0	0	6	4	40	5	0	0	3	4	12	5	0	0	6	17	365	
net.zincat.mobile.wedding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.astrobix.gemstoneexplorer	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.robtheis.android.phrasebook.ux.bc	5	1	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	3	2	
com.appstvone.slidingmenu	24	1	1	1	1	1	23	1	1	1	1	1	23	1	1	1	1	25	30	
pro.brteam.vozmitaxi	15	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	10	
com.lovemyvideo.vdowner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.app_djjumoflow.layout	35	0	0	0	13	0	42	0	0	0	12	0	28	0	0	0	13	0	191	
io.kodular.drpeterramsis2007.Arshy_Angelos	16	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	18	
com.ravirathee.tipsytap	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.internetspeedtest.broadband.speedtest.broadbandspeedtestchecker	18	0	3	3	2	3	14	0	1	1	0	2	3	0	3	3	2	4	16	
com.streamingmusic.jamesblunt	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.app.smtech.yogainhindi	8	6	0	0	6	7	7	6	0	0	6	7	7	6	0	0	6	7	7	
events.socio.app1471	69	0	0	0	0	0	280	0	0	0	0	0	276	0	0	0	0	0	812	
com.porkchopsandbox.igkinterval	4	5	0	0	0	0	7	5	0	0	0	0	7	5	0	0	0	0	10	
com.kitegames.airportsecurity	5	0	1	1	1	1	2	0	1	1	1	1	2	0	1	1	1	3	2	
com.cmc.kg	46	233	0	0	3	34	144	233	0	0	2	34	140	233	0	0	3	37	160	
myschoolhub.ngschools	101	1185	0	0	2	47	108	1185	0	0	2	47	98	1185	0	0	2	50	0	
io.ionic.prog5cf3b7acb488372dde6247a9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
smpxg.jewellust_adv	84	189	0	0	0	1	36	189	0	0	0	1	24	189	0	0	0	1	35	
com.pd.psitsolution.expandablenavigationdrawer	6	5	7	0	7	7	7	5	7	0	7	7	7	5	7	0	7	138	124	
com.deluxeware.rainradar	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.padmavati.mywhatsappdp	12	1	0	0	2	2	2	1	0	0	2	2	2	1	0	0	2	10	2	
durango.hungry.pedia	3	0	1	1	1	1	2	0	0	0	1	1	1	0	1	1	1	1	2	
com.edgeparkcs.ColorMadness	4	2	1	3	1	3	3	2	1	3	1	3	3	2	1	3	1	3	3	
com.bbgames.skbarcade	13	0	2	2	0	0	5	0	0	0	0	0	5	0	2	2	0	0	7	
in.codehound.wordmaster	14	0	0	0	1	0	3	0	0	0	1	0	2	0	0	0	1	0	6	
crc.carsapp.id	27	7	0	0	3	5	27	7	0	0	2	5	24	7	0	0	3	5	165	
com.kablamgames.shark.dodge.hungry.hunting.attack.games	23	30	5	0	1	0	7	30	4	0	0	0	6	30	5	0	1	0	7	
com.wongeladvocate.TigrinyaBible	3	0	0	5	0	3	3	0	0	2	0	2	1	0	0	5	0	3	6	
com.greenleaf.android.translator.enru.c	67	233	0	0	41	0	65	233	0	0	38	0	56	233	0	0	41	1	111	
mughal.king.qrscanner	3	1	0	1	0	2	2	1	0	1	0	2	2	1	0	1	0	2	2	
com.papa.bunda.mama	4	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	1	2	
com.carrefourmq	21	2	0	0	3	1	23	2	0	0	3	1	4	2	0	0	3	1	29	
com.blockot.spider.air.fighter	19	0	2	0	0	0	6	0	0	0	0	0	6	0	2	0	0	0	6	
ar.com.moula.currencyprices	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ipart.android	95	245	0	0	138	95	664	245	0	0	138	94	646	245	0	0	138	155	824	
br.com.masterapps.hinarioadventista	14	0	5	5	0	0	17	0	0	0	0	0	1	0	5	5	0	0	17	
org.upx.upx2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
com.harlandfs.ofx.mobile.fiid101201164	11	3	15	17	7	3	26	3	14	16	7	3	26	3	15	17	7	3	112	
com.NorgrenvinresA.SmartNiceHuskyPuppyPINaper	30	2	0	0	11	3	28	2	0	0	7	3	15	2	0	0	11	15	42	
com.bong.bbdiary	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ys.mountracker	3	1	2	2	0	2	2	1	2	2	0	2	2	1	2	2	0	2	2	
com.savidsalazar.leaguers	24	53	16	16	24	25	35	53	13	13	15	21	27	53	16	16	24	51	40	
com.app.umt	100	145	0	0	5	52	54	145	0	0	5	52	53	145	0	0	5	122	61	
com.security.xvpn.z35kb	85	0	0	0	2	3	136	0	0	0	2	3	120	0	0	0	2	3	164	
com.kr.ktms114_annae	5	1	1	1	2	2	3	1	1	1	2	2	3	1	1	1	2	9	3	
com.hu1.daegutour_CH	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.netcraft.session420	37	0	27	0	34	16	26	0	26	0	33	15	16	0	27	0	34	16	26	
com.ignilife.app	16	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	2	0	6	
com.gossip.obama.democracy	24	0	27	0	5	0	22	0	10	0	3	0	12	0	27	0	5	3	24	
com.alvagamer.waxingmodelsgames	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.naqaa	16	19	21	21	19	21	20	19	21	21	19	21	20	19	21	21	19	21	20	
com.mobile.mobilepoint	27	36	134	0	40	134	40	36	134	0	40	134	40	36	134	0	40	134	40	
com.wrhmedia.superflappypoofree	8	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	
com.trainerize.panaceafit	15	1	0	0	2	0	8	1	0	0	2	0	2	1	0	0	2	0	11	
classic.soccer.league.svk	25	6	12	0	6	8	25	6	8	0	6	8	11	6	12	0	6	8	34	
com.sigmaappsolution.mynameonbirthdaycake	14	27	54	0	24	54	28	27	54	0	24	54	28	27	54	0	24	57	28	
com.parsys.ortif	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.javirurro.games.spaceshipzigzag	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.samwp.winter_olympics	5	1	1	1	2	2	3	1	1	1	2	2	3	1	1	1	2	3	5	
com.reconquista.app	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
com.mgs.counterterrorist.combat	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
com.ic.myMoneyTracker	53	81	0	0	78	88	134	81	0	0	72	88	95	81	0	0	78	103	143	
com.dplab.android.LostPassword	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
org.boggi.riczoneverde	9	7	0	2	2	6	7	7	0	2	2	6	7	7	0	2	2	10	7	
sk.tiks.games.pushboxmagic	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.root.flab	45	48	0	0	39	41	90	48	0	0	31	40	47	48	0	0	39	54	117	
sk.jfox.weather.panama_sona	8	1	3	3	3	4	7	1	1	1	0	3	3	1	3	3	3	5	14	
com.weappsit.idrees.shopregister	14	5	0	4	5	10	12	5	0	4	5	10	12	5	0	4	5	17	21	
com.nidhalgame.helixball2015	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.timore.financial_accountant	19	14	200	0	14	200	18	14	200	0	14	200	18	14	200	0	14	215	36	
jp.co.tokyomanki.shougakunikanji	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.conduit.app_191e8d0c1942455b9c8cadaaeadfded1.app	11	0	4	4	2	0	7	0	0	0	0	0	1	0	4	4	2	2	7	
ea.ezikfenerliler	4	0	1	1	1	0	2	0	1	1	1	0	2	0	1	1	1	0	2	
com.skin.banglacre	2	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	
com.stickscaler.treescalecruise	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.zabaron.waterdraw	36	4	0	0	2	0	31	4	0	0	2	0	4	4	0	0	2	0	36	
com.techzit.naturephotoframes	8	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	
com.appz.rootfsinfo	4	3	5	5	4	5	4	3	5	5	4	5	4	3	5	5	4	5	4	
com.techtool.wifiqrcodepasswordscanner	4	4	12	12	4	1	5	4	12	12	4	1	5	4	12	12	4	1	5	
com.genpact.iperform	37	2	0	0	246	251	313	2	0	0	243	251	280	2	0	0	246	255	312	
com.ayurveda.app	7	2	2	2	0	6	7	2	2	2	0	6	6	2	2	2	0	6	6	
asianetmobiletvplus.asianetmobiletv.com	14	5	0	0	13	10	21	5	0	0	8	7	11	5	0	0	13	22	48	
com.freerollgames.soccer_kicking_football_penalty	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ultralabapps.instagrids	5	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	2	5	
m.m.m2	4	1	0	1	0	1	2	1	0	1	0	1	1	1	0	1	0	1	2	
kulana.tools.weihnachten2013	20	19	0	0	0	0	21	19	0	0	0	0	21	19	0	0	0	0	21	
com.QuantumVacuum.JellyRide	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
com.ADAK.carrom_master3d	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.ismartcreations.android.phone.assistant	17	2	6	6	0	6	13	2	6	6	0	6	8	2	6	6	0	8	20	
me.doubledutch.cjmtx.ashfordfall2016commencement	119	904	3	3	1	0	881	904	2	2	1	0	662	904	3	3	1	0	1301	
com.dragoma.eoen	19	6	0	0	2	20	32	6	0	0	0	19	24	6	0	0	2	29	38	
com.ittradelink.ballbreak100	22	4	0	0	2	0	9	4	0	0	2	0	3	4	0	0	2	0	15	
com.ganja.ganjafarm	69	148	0	0	0	0	8	148	0	0	0	0	5	148	0	0	0	0	15	
com.olduck.hhwq	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	
com.game.BubbleShoot	3	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	
com.animal.robot.gun.shooting.game	14	30	0	0	0	0	1	30	0	0	0	0	1	30	0	0	0	0	1	
com.lost	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	
com.desirepk.skills.extreme.challenge.apps	15	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	
com.imis.idms	9	5	4	4	4	4	17	5	3	3	3	4	15	5	4	4	4	9	23	
com.vietsoft.screenrecord.videoeditor	21	1	30	0	9	39	22	1	18	0	9	35	19	1	30	0	9	57	22	
com.doaorangteraniaya.ipchadits.lifeinsurancetrandingforexonline	53	239	0	0	0	10	207	239	0	0	0	10	202	239	0	0	0	37	262	
com.jiubang.goscreenlock.theme.SquereCyanTheme	6	1	3	3	2	1	5	1	1	1	1	1	1	1	3	3	2	2	5	
bestfreelivewallpapers.my_photo_aquarium_wallpaper	10	2	27	29	5	6	9	2	14	15	3	6	4	2	27	29	5	6	11	
com.techeads.pipscalculator	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.lotoquin1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.airkast.tunekast1558_1	33	0	107	0	14	7	70	0	67	0	14	7	42	0	107	0	14	19	69	
classify.strikerapps.com.adage	13	5	0	0	2	20	13	5	0	0	2	20	11	5	0	0	2	27	24	
com.allsuit.man.suit.photos	17	11	36	0	18	32	24	11	34	0	16	32	18	11	36	0	18	32	24	
es.hskfree.ap	47	509	0	0	0	1	164	509	0	0	0	1	145	509	0	0	0	3	171	
com.staatsoperlive.androidtv	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
aize.corp.actionouverite	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	
com.junismile.superfood.de	17	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	0	0	49	
com.doapps.android.mln.MLN_56f3c049ba89c57640372f6b0c8fcdb4	24	212	0	0	5	0	60	212	0	0	5	0	50	212	0	0	5	0	104	
com.devsby.jeson	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.naoorg.futhark	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
tv.wuaki	35	7	0	0	2	1	181	7	0	0	2	1	163	7	0	0	2	2	444	
com.comunicarusapp	7	0	4	4	0	0	4	0	0	0	0	0	0	0	4	4	0	0	4	
com.courses.virajetech	53	23	0	0	43	52	67	23	0	0	43	52	58	23	0	0	43	72	67	
ne.customer_app	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ca.mybenefits.mobile	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.play.piano.delight	11	4	12	12	6	13	6	4	12	12	5	13	5	4	12	12	6	14	7	
mtda.rpaynativeandroid	105	6670	0	0	0	0	287	6670	0	0	0	0	193	6670	0	0	0	0	291	
com.minhaficha.crossfittorden	8	1	0	0	1	0	6	1	0	0	1	0	1	1	0	0	1	0	9	
fr.karos.karos.app	108	180	0	0	6	7	369	180	0	0	6	7	187	180	0	0	6	164	518	
com.freeapps2019.baekhyun_exo_wallpapers	46	0	0	0	0	0	20	0	0	0	0	0	3	0	0	0	0	0	20	
com.e_entertainment_unik_996	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.edocu.pris	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
com.yoyomealrestaurantpartner	19	5	0	0	1	2	23	5	0	0	1	2	23	5	0	0	1	2	23	
com.cleanmaster.mguard	283	0	0	0	105	4	306	0	0	0	81	4	234	0	0	0	105	4	375	
com.somaguide.tips.pref	4	2	0	2	1	3	3	2	0	2	1	3	3	2	0	2	1	3	3	
com.picmonic.androidapp	24	17	0	0	2	0	20	17	0	0	2	0	6	17	0	0	2	0	34	
com.whiture.apps.hindi.modi	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	
com.visualiciouspublisher.affirmationsselfhypnosisandmeditationvideos	22	17	0	0	0	0	17	17	0	0	0	0	17	17	0	0	0	1	17	
com.halaltrip.app	117	186	0	0	0	0	264	186	0	0	0	0	260	186	0	0	0	0	423	
learnelectricity.aprenderelectricidad.aprendaelectricidade	18	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	10	
com.real.RealPlayerCloud	51	10	0	0	23	2	60	10	0	0	14	2	31	10	0	0	23	2	107	
ltd.pte.wavea.strangehouse	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
com.Bonbonche.Emoji.Background.Rose	10	3	0	9	2	6	6	3	0	9	2	6	6	3	0	9	2	6	6	
com.rxwikiplus.a3042676655	14	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	4	
com.dzakialabror.mp3item2	34	14	0	0	4	6	25	14	0	0	0	6	13	14	0	0	4	6	28	
hr.apps.n1021909	21	1	18	0	6	1	22	1	1	0	0	0	4	1	18	0	6	1	27	
com.cm_prod.epasal	19	36	18	0	1	0	1	36	18	0	1	0	1	36	18	0	1	0	21	
brunnlechner.gps.zeiterfassung	19	0	51	51	8	0	8	0	0	0	0	0	0	0	51	51	8	0	8	
com.xzybit.iPLAR	4	0	2	2	0	0	1	0	2	2	0	0	1	0	2	2	0	0	1	
cityguide.probki.net	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	
com.Ciga4u.RunRunRabbit01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
com.nining.lagujudikalengkapmp3	11	8	0	0	0	3	14	8	0	0	0	0	4	8	0	0	0	8	14	
com.webnetmobile.android.motiontrackingmarkers	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
raven.scanner3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.dianxinos.optimizer.duplay	155	0	0	0	79	53	402	0	0	0	61	45	160	0	0	0	79	54	459	
com.icequeenmedia.android_workwithme	5	1	2	2	2	3	5	1	1	1	0	3	3	1	2	2	2	4	7	
com.retro.classicmania5	2	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	2	1	
com.LuxuryPhotoFramesnn	20	14	0	0	0	2	2	14	0	0	0	2	2	14	0	0	0	2	2	
co.remotephilips.remote.philips.apps6	13	9	0	0	2	8	8	9	0	0	2	8	8	9	0	0	2	10	16	
net.nextsunday.livingagoodlife	31	18	0	0	1	1	28	18	0	0	1	1	20	18	0	0	1	2	30	
ru.auto.ara	129	0	2	2	2	0	0	0	1	1	2	0	0	0	2	2	2	0	0	
com.appaty.ryl294	15	28	0	0	0	0	14	28	0	0	0	0	14	28	0	0	0	1	14	
ieltsvocab.academic	9	8	0	36	3	20	9	8	0	36	3	20	8	8	0	36	3	26	9	
br.com.comunidadesmobile_bessa	201	74	0	0	0	104	202	74	0	0	0	104	110	74	0	0	0	114	841	
com.wMahiMahiRecipes	4	0	1	1	1	0	7	0	0	0	0	0	0	0	1	1	1	0	7	
com.Meditation11.Leith	2	0	1	1	1	1	2	0	1	1	1	1	2	0	1	1	1	2	2	
com.andromo.dev529694.app584097	17	1	19	0	0	0	87	1	0	0	0	0	43	1	19	0	0	8	87	
eu.kudan.kudansamples	2	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	
admobileapps.kpopmp3	107	4128	0	0	18	8	1140	4128	0	0	16	8	1040	4128	0	0	18	12	2423	
fr.acetelecom.monavenir	4	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	
com.proapps.Booing.Sounds	7	4	0	0	0	0	12	4	0	0	0	0	3	4	0	0	0	8	12	
com.Amethyst.TapTapArcher	13	0	2	3	0	0	2	0	1	1	0	0	1	0	2	3	0	0	2	
com.engytec	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.conduit.app_62e5eaa3bfeb4a0c89cf6042edc78bd1.app	21	0	4	0	2	1	8	0	1	0	1	1	2	0	4	0	2	30	61	
com.LazyTech.RollerBall	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
com.careersouth.jobssa	56	25	0	0	1	19	42	25	0	0	1	19	28	25	0	0	1	56	71	
net.rention.mind.skillz	26	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	2	24	
com.ExperienceInfinity.SkyRage	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.sixtemia.waterpolobanyoles	14	2	13	0	6	2	9	2	5	0	6	2	7	2	13	0	6	2	15	
com.android.stock	83	0	0	0	88	86	113	0	0	0	81	85	92	0	0	0	88	90	116	
com.photoedit.photocollage	7	5	0	0	1	2	6	5	0	0	1	2	5	5	0	0	1	2	6	
com.conduit.app_0731d0d00abf4ba097b40cf6706d2e1c.app	15	0	2	0	2	1	6	0	1	0	1	1	2	0	2	0	2	14	32	
mi.mundo22	84	0	0	0	38	37	112	0	0	0	36	37	109	0	0	0	38	39	122	
twinklestudio.megadropper4map	45	73	0	0	3	1	13	73	0	0	3	1	12	73	0	0	3	1	13	
auto.app.cut	9	8	0	11	10	10	13	8	0	11	10	10	13	8	0	11	10	11	13	
smartgr.wrist.tattoos	20	39	0	0	0	0	26	39	0	0	0	0	26	39	0	0	0	4	27	
com.appsdv.smsmefitr	15	2	0	0	0	7	13	2	0	0	0	7	7	2	0	0	0	10	16	
com.kappenberg.android	93	3622	0	0	2	11	126	3622	0	0	2	11	126	3622	0	0	2	11	126	
sharaaninfo.MyJewel	11	13	5	0	0	7	16	13	5	0	0	7	14	13	5	0	0	9	20	
com.pinguinodelsur.ultramp3download	3	0	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	
com.fme.cookit	47	19	0	0	2	0	20	19	0	0	1	0	8	19	0	0	2	0	24	
